model	objective	reaction	status	value
iUma22.xml	obj	R_EX_dha_e	optimal	0.169108
iUma22.xml	obj	R_EX_eryth_e	optimal	0.169108
iUma22.xml	obj	R_EX_fe2_e	optimal	0.169108
iUma22.xml	obj	R_EX_fru_e	optimal	0.169108
iUma22.xml	obj	R_EX_fuc__D_e	optimal	0.169108
iUma22.xml	obj	R_EX_fuc__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_fum_e	optimal	0.169108
iUma22.xml	obj	R_EX_gal_bD_e	optimal	0.169108
iUma22.xml	obj	R_EX_glc_A_e	optimal	0.169108
iUma22.xml	obj	R_EX_glc__D_e	infeasible	
iUma22.xml	obj	R_EX_glcn_e	optimal	0.169108
iUma22.xml	obj	R_EX_gln__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_glu__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_gly_e	optimal	0.169108
iUma22.xml	obj	R_EX_gly_glu__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_gly_pro__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_glyc_e	optimal	0.169108
iUma22.xml	obj	R_EX_h2o_e	optimal	0.169108
iUma22.xml	obj	R_EX_his__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_ile__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_inost_e	optimal	0.169108
iUma22.xml	obj	R_EX_itacon_e	optimal	0.169108
iUma22.xml	obj	R_EX_k_e	optimal	0.169108
iUma22.xml	obj	R_EX_lac__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_lctls_e	optimal	0.169108
iUma22.xml	obj	R_EX_lcts_e	optimal	0.169108
iUma22.xml	obj	R_EX_leu__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_lys__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_madg_e	optimal	0.169108
iUma22.xml	obj	R_EX_mal__D_e	optimal	0.169108
iUma22.xml	obj	R_EX_mal__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_malt_e	optimal	0.169108
iUma22.xml	obj	R_EX_malti_e	optimal	0.169108
iUma22.xml	obj	R_EX_malttr_e	optimal	0.169108
iUma22.xml	obj	R_EX_man_e	optimal	0.169108
iUma22.xml	obj	R_EX_melac_e	optimal	0.169108
iUma22.xml	obj	R_EX_mepyr_e	optimal	0.169108
iUma22.xml	obj	R_EX_mesuc_e	optimal	0.169108
iUma22.xml	obj	R_EX_met__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_mg2_e	optimal	0.169108
iUma22.xml	obj	R_EX_mlzt_e	optimal	0.169108
iUma22.xml	obj	R_EX_mnl_e	optimal	0.169108
iUma22.xml	obj	R_EX_na1_e	optimal	0.169108
iUma22.xml	obj	R_EX_nac_e	optimal	0.169108
iUma22.xml	obj	R_EX_nh4_e	optimal	0.0
iUma22.xml	obj	R_EX_o2_e	optimal	0.169108
iUma22.xml	obj	R_EX_orn_e	optimal	0.169108
iUma22.xml	obj	R_EX_pala_e	optimal	0.169108
iUma22.xml	obj	R_EX_pi_e	optimal	0.036927
iUma22.xml	obj	R_EX_pnto_R_e	optimal	0.169108
iUma22.xml	obj	R_EX_pro__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_pydx_e	optimal	0.169108
iUma22.xml	obj	R_EX_quin_e	optimal	0.169108
iUma22.xml	obj	R_EX_raffin_e	optimal	0.169108
iUma22.xml	obj	R_EX_rib__D_e	optimal	0.169108
iUma22.xml	obj	R_EX_rmn_e	optimal	0.169108
iUma22.xml	obj	R_EX_salc_e	optimal	0.169108
iUma22.xml	obj	R_EX_ser__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_so4_e	optimal	0.0
iUma22.xml	obj	R_EX_succ_e	optimal	0.169108
iUma22.xml	obj	R_EX_succam_e	optimal	0.169108
iUma22.xml	obj	R_EX_sucr_e	optimal	0.169108
iUma22.xml	obj	R_EX_thm_e	optimal	0.169108
iUma22.xml	obj	R_EX_thr__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_tre_e	optimal	0.169108
iUma22.xml	obj	R_EX_trp__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_tur_e	optimal	0.169108
iUma22.xml	obj	R_EX_tyr__L_e	optimal	0.169108
iUma22.xml	obj	R_EX_xyl__D_e	optimal	0.169108
iUma22.xml	obj	R_EX_xylt_e	optimal	0.169108
iUma22.xml	obj	R_EX_zn2_e	optimal	0.169108
iUma22.xml	obj	R_F1PALD	optimal	0.169108
iUma22.xml	obj	R_FA120ACPHi_1	optimal	0.169108
iUma22.xml	obj	R_FACOAL100p	optimal	0.169108
iUma22.xml	obj	R_FACOAL160p	optimal	0.169108
iUma22.xml	obj	R_FACOAL80p	optimal	0.169108
iUma22.xml	obj	R_FBA	optimal	0.153205
iUma22.xml	obj	R_FDH	optimal	0.169108
iUma22.xml	obj	R_FEROt	optimal	0.169108
iUma22.xml	obj	R_FERREDOXIN__45____45__NITRITE__45__REDUCTASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_FKYNH	optimal	0.169108
iUma22.xml	obj	R_FLAVONADPREDUCT__45__RXN	optimal	0.169108
iUma22.xml	obj	R_FLVR	optimal	0.169108
iUma22.xml	obj	R_FMNATm	optimal	0.169108
iUma22.xml	obj	R_FORMATETHFLIG__45__RXN	optimal	0.169108
iUma22.xml	obj	R_FORMATE__45__DEHYDROGENASE__45__NADP__43____45__RXN	optimal	0.169108
iUma22.xml	obj	R_FORMYLTHFDEFORMYL__45__RXN	optimal	0.169108
iUma22.xml	obj	R_FRUCTOSE__45__6__45__PHOSPHATE__45__PHOSPHOKETOLASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_FUCEPI	optimal	0.169108
iUma22.xml	obj	R_FUCI	optimal	0.169108
iUma22.xml	obj	R_FUCK	optimal	0.169108
iUma22.xml	obj	R_FUMAC	optimal	0.169108
iUma22.xml	obj	R_FUMm	optimal	0.169108
iUma22.xml	obj	R_G1PPpp	optimal	0.169108
iUma22.xml	obj	R_G3PAT160	optimal	0.169108
iUma22.xml	obj	R_G3PD1	optimal	0.169108
iUma22.xml	obj	R_G3PD2	optimal	0.169108
iUma22.xml	obj	R_G3PD5	optimal	0.169108
iUma22.xml	obj	R_G3PT	optimal	0.169108
iUma22.xml	obj	R_G5SADs	optimal	0.0
iUma22.xml	obj	R_G5SDym	optimal	0.169108
iUma22.xml	obj	R_G6PDH	optimal	0.169108
iUma22.xml	obj	R_GALACTOKIN__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GALASE	optimal	0.169108
iUma22.xml	obj	R_GALUi	optimal	0.169108
iUma22.xml	obj	R_GAMMA_LINOLENOYL__45__COA__45__HYDROLASE__45__RXN	optimal	0.0
iUma22.xml	obj	R_GAPD	optimal	0.169108
iUma22.xml	obj	R_GAPDi_nadp	optimal	0.169108
iUma22.xml	obj	R_GART__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GCVMULTI__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GDHx	optimal	0.169108
iUma22.xml	obj	R_GDHy	optimal	0.169108
iUma22.xml	obj	R_GK1m	optimal	0.169108
iUma22.xml	obj	R_GLAC	optimal	0.169108
iUma22.xml	obj	R_GLCt1	optimal	0.169108
iUma22.xml	obj	R_GLNLASEer	optimal	0.169108
iUma22.xml	obj	R_GLNS	optimal	0.0
iUma22.xml	obj	R_GLNTRAT	optimal	0.169108
iUma22.xml	obj	R_GLNTRS	optimal	0.169108
iUma22.xml	obj	R_GLU5Km	optimal	0.169108
iUma22.xml	obj	R_GLUCONATE__45__2__45__DEHYDROGENASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUCONATE__45__5__45__DEHYDROGENASE__45__RXN__45__GLUCONATE467	optimal	0.169108
iUma22.xml	obj	R_GLUCONATE__45__5__45__DEHYDROGENASE__45__RXN__45__GLUCONATE468	optimal	0.169108
iUma22.xml	obj	R_GLUCOSAMINE__45__6__45__P__45__DEAMIN__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUCOSE__45__1__45__DEHYDROGENASE__45__NADP__43____45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUCOSE__45__1__45__DEHYDROGENASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUCURONATE__45__REDUCTASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUCYS	optimal	0.169108
iUma22.xml	obj	R_GLUDC	optimal	0.169108
iUma22.xml	obj	R_GLUSy	optimal	0.169108
iUma22.xml	obj	R_GLUTACONYL__45__COA__45__DECARBOXYLASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTAMIN__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTARYL__45__COA__45__DEHYDROG__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTATHIONE__45__PEROXIDASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTATHIONE__45__REDUCT__45__NADPH__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTATHIONE__45__SYN__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLUTRS_Gln	optimal	0.169108
iUma22.xml	obj	R_GLYCDy	optimal	0.169108
iUma22.xml	obj	R_GLYCLTDym	optimal	0.169108
iUma22.xml	obj	R_GLYCOLALDEHYDE_DEHYDROGENASE_RXN	optimal	0.169108
iUma22.xml	obj	R_GLYKm	optimal	0.169108
iUma22.xml	obj	R_GLYOHMETRANS__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLYOX3	optimal	0.169108
iUma22.xml	obj	R_GLYOXII__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GLYOXI__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GMPS_glu_m	optimal	0.0
iUma22.xml	obj	R_GNK	optimal	0.169108
iUma22.xml	obj	R_GPDDA1pp	optimal	0.169108
iUma22.xml	obj	R_GPPSh	optimal	0.0
iUma22.xml	obj	R_GRTTx	optimal	0.0
iUma22.xml	obj	R_GTPCII2	optimal	0.169108
iUma22.xml	obj	R_GTPCIn	optimal	0.169108
iUma22.xml	obj	R_GUANIDINOBUTANAMIDE__45__NH3__45__RXN	optimal	0.169108
iUma22.xml	obj	R_GUDBUTNAH	optimal	0.169108
iUma22.xml	obj	R_GlyGluPEPASE	optimal	0.169108
iUma22.xml	obj	R_GlyProPEPASE	optimal	0.169108
iUma22.xml	obj	R_HACD2m	optimal	0.169108
iUma22.xml	obj	R_HACD3m	optimal	0.169108
iUma22.xml	obj	R_HACD4p	optimal	0.169108
iUma22.xml	obj	R_HACD7p	optimal	0.169108
iUma22.xml	obj	R_HACD9m	optimal	0.169108
iUma22.xml	obj	R_HADPCOADH3	optimal	0.169108
iUma22.xml	obj	R_HBCHLR	optimal	0.169108
iUma22.xml	obj	R_HBCO_nadp_m	optimal	0.169108
iUma22.xml	obj	R_HBCOm	optimal	0.169108
iUma22.xml	obj	R_HCGALm	optimal	0.0
iUma22.xml	obj	R_HCO3En	optimal	0.169108
iUma22.xml	obj	R_HCO3tm	optimal	0.169108
iUma22.xml	obj	R_HDCAMO	optimal	0.169108
iUma22.xml	obj	R_HEX1	optimal	0.169108
iUma22.xml	obj	R_HEX4	optimal	0.169108
iUma22.xml	obj	R_HEXPR2PSyn	optimal	0.169108
iUma22.xml	obj	R_HGNTOR	optimal	0.169108
iUma22.xml	obj	R_HHDCAMO	optimal	0.169108
iUma22.xml	obj	R_HIBH	optimal	0.169108
iUma22.xml	obj	R_HISTALDEHYD__45__RXN	optimal	0.169108
iUma22.xml	obj	R_HISTD	optimal	0.169108
iUma22.xml	obj	R_HISTOLDEHYD__45__RXN	optimal	0.169108
iUma22.xml	obj	R_HKYNH	optimal	0.169108
iUma22.xml	obj	R_HMGCOARx	optimal	0.0
iUma22.xml	obj	R_HMGLx	optimal	0.169108
iUma22.xml	obj	R_HMNO	optimal	0.169108
iUma22.xml	obj	R_HOCCD	optimal	0.169108
iUma22.xml	obj	R_HOMOACONITATE__45__HYDRATASE__45__RXN	optimal	0.0
iUma22.xml	obj	R_HOMOCITRATE__45__SYNTHASE__45__RXN	optimal	0.0
iUma22.xml	obj	R_HOMOCYSMETB12__45__RXN	optimal	0.0
iUma22.xml	obj	R_HOMOSERDEHYDROG__45__RXN__45__HOMO__45__SER412	optimal	0.169108
iUma22.xml	obj	R_HOMOSERDEHYDROG__45__RXN__45__HOMO__45__SER413	optimal	0.169108
iUma22.xml	obj	R_HPPK2	optimal	0.169108
iUma22.xml	obj	R_HPYRRx	optimal	0.169108
iUma22.xml	obj	R_HPYRRy	optimal	0.169108
iUma22.xml	obj	R_HPh	optimal	0.0
iUma22.xml	obj	R_HSD17B3r	optimal	0.169108
iUma22.xml	obj	R_HSERTA	optimal	0.0
iUma22.xml	obj	R_HSK_1	optimal	0.0
iUma22.xml	obj	R_HSTPT	optimal	0.0
iUma22.xml	obj	R_HXAND	optimal	0.169108
iUma22.xml	obj	R_HXPRT	optimal	0.169108
iUma22.xml	obj	R_HYDROXYMETHYLGLUTARYL__45__COA__45__REDUCTASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_Hxt1	infeasible	
iUma22.xml	obj	R_IAGT	optimal	0.169108
iUma22.xml	obj	R_IGPDh	optimal	0.0
iUma22.xml	obj	R_IGPS_1	optimal	0.0
iUma22.xml	obj	R_ILETAm	optimal	0.0
iUma22.xml	obj	R_IMGPSh	optimal	0.0
iUma22.xml	obj	R_IMO	optimal	0.169108
iUma22.xml	obj	R_IMPC	optimal	0.0
iUma22.xml	obj	R_IMPDm	optimal	0.0
iUma22.xml	obj	R_INOSTDEH	optimal	0.169108
iUma22.xml	obj	R_INOSTO	optimal	0.169108
iUma22.xml	obj	R_IPDDIx	optimal	0.0
iUma22.xml	obj	R_IPMD	optimal	0.169108
iUma22.xml	obj	R_IPPMIa	optimal	0.169108
iUma22.xml	obj	R_IPPMIb	optimal	0.169108
iUma22.xml	obj	R_IPPSm	optimal	0.0
iUma22.xml	obj	R_ISOCITDEH__45__RXN	optimal	0.169108
iUma22.xml	obj	R_ISOCITDEH__45__RXN_CYTOSOLIC	optimal	0.169108
iUma22.xml	obj	R_ISOCITRATE__45__DEHYDROGENASE__45__NAD__43____45__RXN	optimal	0.169108
iUma22.xml	obj	R_ISOCIT__45__CLEAV__45__RXN	optimal	0.169108
iUma22.xml	obj	R_KADPSUCCOA	optimal	0.169108
iUma22.xml	obj	R_KARA1im	optimal	0.0
iUma22.xml	obj	R_KARA2im	optimal	0.0
iUma22.xml	obj	R_KAS14	optimal	0.0
iUma22.xml	obj	R_KAT1	optimal	0.169108
iUma22.xml	obj	R_KAT2	optimal	0.169108
iUma22.xml	obj	R_KAT3	optimal	0.169108
iUma22.xml	obj	R_KAT4	optimal	0.169108
iUma22.xml	obj	R_KAT5	optimal	0.169108
iUma22.xml	obj	R_KETOACYLCOATHIOL__45__RXN__45__CPD__45__99651424	optimal	0.169108
iUma22.xml	obj	R_KETOACYLCOATHIOL__45__RXN__45__LAUROYLCOA__45__CPD1420	optimal	0.169108
iUma22.xml	obj	R_KETOACYLCOATHIOL__45__RXN__45__PALMITYL__45__COA1422	optimal	0.169108
iUma22.xml	obj	R_KETOACYLCOATHIOL__45__RXN__45__STEAROYL__45__COA1423	optimal	0.169108
iUma22.xml	obj	R_KETOACYLCOATHIOL__45__RXN__45__TETRADECANOYL__45__COA1421	optimal	0.169108
iUma22.xml	obj	R_KYN3OX	optimal	0.169108
iUma22.xml	obj	R_Kt3r	optimal	0.169108
iUma22.xml	obj	R_Ktex	optimal	0.169108
iUma22.xml	obj	R_LACZ	optimal	0.169108
iUma22.xml	obj	R_LALAAMIDDEAM	optimal	0.169108
iUma22.xml	obj	R_LALDO3	optimal	0.169108
iUma22.xml	obj	R_LANOSTEROL__45__SYNTHASE__45__RXN	optimal	0.0
iUma22.xml	obj	R_LCADi_Dm	optimal	0.169108
iUma22.xml	obj	R_LCADim	optimal	0.169108
iUma22.xml	obj	R_LCARR	optimal	0.169108
iUma22.xml	obj	R_LDH	optimal	0.169108
iUma22.xml	obj	R_LDHm	optimal	0.169108
iUma22.xml	obj	R_LEUTAm	optimal	0.0
iUma22.xml	obj	R_LINOLENOYL__45__RXN	optimal	0.169108
iUma22.xml	obj	R_LINOLEOYL__45__COA__45__HYDROLASE__45__RXN	optimal	0.0
iUma22.xml	obj	R_LO	optimal	0.169108
iUma22.xml	obj	R_LYStm	optimal	0.169108
iUma22.xml	obj	R_L__45__GLN__45__FRUCT__45__6__45__P__45__AMINOTRANS__45__RXN__45__FRUCTOSE__45__6P308	optimal	0.0
iUma22.xml	obj	R_L__45__GULONOLACTONE__45__OXIDASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_L__45__IDITOL__45__2__45__DEHYDROGENASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_MAC1	optimal	0.169108
iUma22.xml	obj	R_MAC2	optimal	0.169108
iUma22.xml	obj	R_MACACI	optimal	0.169108
iUma22.xml	obj	R_MACCOAT	optimal	0.169108
iUma22.xml	obj	R_MAGLCASE	optimal	0.169108
iUma22.xml	obj	R_MALDDH	optimal	0.169108
iUma22.xml	obj	R_MALSm	optimal	0.169108
iUma22.xml	obj	R_MALTITASE	optimal	0.169108
iUma22.xml	obj	R_MALTODEG__45__RXN__45__MALTOHEXAOSE453	optimal	0.169108
iUma22.xml	obj	R_MAN1PT	optimal	0.169108
iUma22.xml	obj	R_MAN1PT2	optimal	0.169108
iUma22.xml	obj	R_MANNITOL__45__2__45__DEHYDROGENASE__45__NADP__43____45__RXN	optimal	0.169108
iUma22.xml	obj	R_MAT1a	optimal	0.169108
iUma22.xml	obj	R_MAT1b	optimal	0.169108
iUma22.xml	obj	R_MAT1c	optimal	0.169108
iUma22.xml	obj	R_MBCOAi	optimal	0.169108
iUma22.xml	obj	R_MCITD	optimal	0.169108
iUma22.xml	obj	R_MCITL2m	optimal	0.169108
iUma22.xml	obj	R_MCITSm	optimal	0.169108
iUma22.xml	obj	R_MCOATA	optimal	0.0
iUma22.xml	obj	R_MCTC	optimal	0.169108
iUma22.xml	obj	R_MDASCRED	optimal	0.169108
iUma22.xml	obj	R_MDH	optimal	0.169108
iUma22.xml	obj	R_MDHm	optimal	0.169108
iUma22.xml	obj	R_ME2	optimal	0.169108
iUma22.xml	obj	R_MELACASE	optimal	0.169108
iUma22.xml	obj	R_MELASE	optimal	0.169108
iUma22.xml	obj	R_MEL_Ate	optimal	0.169108
iUma22.xml	obj	R_MEL_Bte	optimal	0.169108
iUma22.xml	obj	R_MEL_Cte	optimal	0.169108
iUma22.xml	obj	R_MEL_Dte	optimal	0.169108
iUma22.xml	obj	R_MEPYRHYD	optimal	0.169108
iUma22.xml	obj	R_MERGTROLR	optimal	0.169108
iUma22.xml	obj	R_MESUCHYD	optimal	0.169108
iUma22.xml	obj	R_METAT	optimal	0.0
iUma22.xml	obj	R_METB1	optimal	0.169108
iUma22.xml	obj	R_METHENYLTHFCYCLOHYDRO__45__RXN	optimal	0.169108
iUma22.xml	obj	R_METHYLENETHFDEHYDROG__45__NADP__45__RXN	optimal	0.169108
iUma22.xml	obj	R_MEVK1x	optimal	0.0
iUma22.xml	obj	R_MFAPS	optimal	0.0
iUma22.xml	obj	R_MGCHrm	optimal	0.169108
iUma22.xml	obj	R_MHGS	optimal	0.169108
iUma22.xml	obj	R_MICITDr	optimal	0.169108
iUma22.xml	obj	R_MLTG1ly	optimal	0.169108
iUma22.xml	obj	R_MLTG3	optimal	0.169108
iUma22.xml	obj	R_MMSAD3m	optimal	0.169108
iUma22.xml	obj	R_MPAKI	optimal	0.0
iUma22.xml	obj	R_MUCHYD	optimal	0.169108
iUma22.xml	obj	R_MUCISO	optimal	0.169108
iUma22.xml	obj	R_Maltase	optimal	0.169108
iUma22.xml	obj	R_NA1ATPasem	optimal	0.169108
iUma22.xml	obj	R_NADH__45__KINASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NADH__45__KINASE__45__RXN_CYTOSOLIC	optimal	0.169108
iUma22.xml	obj	R_NADKm	optimal	0.169108
iUma22.xml	obj	R_NADNm	optimal	0.169108
iUma22.xml	obj	R_NADPPPSm	optimal	0.169108
iUma22.xml	obj	R_NADS2	optimal	0.169108
iUma22.xml	obj	R_NAD__45__KIN__45__RXN_CYTOSOLIC	optimal	0.169108
iUma22.xml	obj	R_NAD_umay	optimal	0.169108
iUma22.xml	obj	R_NAGDA	optimal	0.169108
iUma22.xml	obj	R_NAGK	optimal	0.169108
iUma22.xml	obj	R_NAMNPP	optimal	0.169108
iUma22.xml	obj	R_NAt3_1p5pp	optimal	0.169108
iUma22.xml	obj	R_NDH2m	optimal	0.169108
iUma22.xml	obj	R_NDP3g	optimal	0.169108
iUma22.xml	obj	R_NDP6	optimal	0.169108
iUma22.xml	obj	R_NDP7g	optimal	0.169108
iUma22.xml	obj	R_NDPK10n	optimal	0.169108
iUma22.xml	obj	R_NDPK1n	optimal	0.169108
iUma22.xml	obj	R_NDPK2n	optimal	0.0
iUma22.xml	obj	R_NDPK3n	optimal	0.169108
iUma22.xml	obj	R_NDPK4n	optimal	0.0
iUma22.xml	obj	R_NDPK5n	optimal	0.169108
iUma22.xml	obj	R_NDPK6n	optimal	0.169108
iUma22.xml	obj	R_NDPK7n	optimal	0.169108
iUma22.xml	obj	R_NDPK8n	optimal	0.169108
iUma22.xml	obj	R_NDPK9n	optimal	0.169108
iUma22.xml	obj	R_NGAM	optimal	0.182985
iUma22.xml	obj	R_NH4t	optimal	0.169108
iUma22.xml	obj	R_NICOTINAMID__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NITR	optimal	0.169108
iUma22.xml	obj	R_NITRATE__45__REDUCTASE__45__NADPH__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NITRATREDUCT__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NIt5	optimal	0.169108
iUma22.xml	obj	R_NMNAMIDOHYDRO__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NMNATn	optimal	0.169108
iUma22.xml	obj	R_NMNNUCLEOSID__45__RXN	optimal	0.169108
iUma22.xml	obj	R_NNATr	optimal	0.169108
iUma22.xml	obj	R_NNDPRm	optimal	0.169108
iUma22.xml	obj	R_NNOR	optimal	0.169108
iUma22.xml	obj	R_NO2th	optimal	0.169108
iUma22.xml	obj	R_NPH	optimal	0.169108
iUma22.xml	obj	R_NTD2pp	optimal	0.169108
iUma22.xml	obj	R_NTD4pp	optimal	0.169108
iUma22.xml	obj	R_NTD7pp	optimal	0.0
iUma22.xml	obj	R_NTP3pp	optimal	0.169108
iUma22.xml	obj	R_NTP5	optimal	0.169108
iUma22.xml	obj	R_NTP7	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__DUDP635	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__IDP632	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__DIPHOSPHATASE__45__RXN__45__TDP636	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DATP300	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DCTP298	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DITP299	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__DUTP297	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__ITP302	optimal	0.169108
iUma22.xml	obj	R_NUCLEOSIDE__45__TRIPHOSPHATASE__45__RXN__45__TTP296	optimal	0.169108
iUma22.xml	obj	R_NaKt	optimal	0.169108
iUma22.xml	obj	R_OBDHm	optimal	0.169108
iUma22.xml	obj	R_OCHCCH	optimal	0.169108
iUma22.xml	obj	R_OCOAT1m	optimal	0.169108
iUma22.xml	obj	R_OCTm	optimal	0.0
iUma22.xml	obj	R_OGCOAAT	optimal	0.169108
iUma22.xml	obj	R_OHACYL__45__COA__45__DEHYDROG__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C10__45__H20119	optimal	0.169108
iUma22.xml	obj	R_OHACYL__45__COA__45__DEHYDROG__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C14__45__H28120	optimal	0.169108
iUma22.xml	obj	R_OHACYL__45__COA__45__DEHYDROG__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C16__45__H32121	optimal	0.169108
iUma22.xml	obj	R_OHACYL__45__COA__45__DEHYDROG__45__RXN__45__POLYMER__45__INST__45__L__45__3__45__HYDROXYACYL__45__COA__45__C8__45__H16118	optimal	0.169108
iUma22.xml	obj	R_OHMETHYLBILANESYN__45__RXN	optimal	0.169108
iUma22.xml	obj	R_OIVD1r	optimal	0.169108
iUma22.xml	obj	R_OIVD2m	optimal	0.169108
iUma22.xml	obj	R_OMCDCm	optimal	0.169108
iUma22.xml	obj	R_OMPDC	optimal	0.0
iUma22.xml	obj	R_ORNTACim	optimal	0.169108
iUma22.xml	obj	R_ORNTArm	optimal	0.169108
iUma22.xml	obj	R_ORPT	optimal	0.0
iUma22.xml	obj	R_OXDHCOAT	optimal	0.169108
iUma22.xml	obj	R_O__45__PYROCATECHUATE__45__DECARBOXYLASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_Oxidization_FADH2	optimal	0.169108
iUma22.xml	obj	R_P5CDm	optimal	0.169108
iUma22.xml	obj	R_PACCOAL	optimal	0.169108
iUma22.xml	obj	R_PALASE	optimal	0.169108
iUma22.xml	obj	R_PAPA160	optimal	0.169108
iUma22.xml	obj	R_PAPSR	optimal	0.0
iUma22.xml	obj	R_PBALm	optimal	0.169108
iUma22.xml	obj	R_PCm	optimal	0.169108
iUma22.xml	obj	R_PDHm	optimal	0.169108
iUma22.xml	obj	R_PEPCKm	optimal	0.169108
iUma22.xml	obj	R_PETOHM	optimal	0.0
iUma22.xml	obj	R_PFK	optimal	0.153205
iUma22.xml	obj	R_PGDH	optimal	0.0
iUma22.xml	obj	R_PGI	optimal	0.169108
iUma22.xml	obj	R_PGK	optimal	0.169108
iUma22.xml	obj	R_PGL	optimal	0.169108
iUma22.xml	obj	R_PGLYDH	optimal	0.169108
iUma22.xml	obj	R_PGM	optimal	0.169108
iUma22.xml	obj	R_PGMT	optimal	0.0
iUma22.xml	obj	R_PHENYLALANINE__45__AMMONIA__45__LYASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_PHOSCHOL__45__RXN__45__1__45__2__45__DIPALMITOYLPHOSPHATIDYLCHOLINE275	optimal	0.169108
iUma22.xml	obj	R_PHOSPHOKETOLASE__45__RXN	optimal	0.169108
iUma22.xml	obj	R_PHOSPHOLIPASE__45__A2__45__RXN__45__1__45__2__45__DIPALMITOYLPHOSPHATIDYLCHOLINE670	optimal	0.169108
iUma22.xml	obj	R_PHOSPHOLIPASE__45__C__45__RXN	optimal	0.169108
iUma22.xml	obj	R_PItf	optimal	0.169108
iUma22.xml	obj	R_PItx	optimal	0.036927
iUma22.xml	obj	R_PMANM	optimal	0.169108
iUma22.xml	obj	R_PMDPHT	optimal	0.169108
iUma22.xml	obj	R_PMETM	optimal	0.0
iUma22.xml	obj	R_PMEVKx	optimal	0.0
iUma22.xml	obj	R_PNORn	optimal	0.169108
iUma22.xml	obj	R_PNTKm	optimal	0.169108
iUma22.xml	obj	R_POATm	optimal	0.0
iUma22.xml	obj	R_PPACOALm	optimal	0.169108
iUma22.xml	obj	R_PPATDh	optimal	0.0
